danceability,energy,speechiness,acousticness,instrumentalness,liveness,genre
0.74,0.466,0.0592,0.0541,0.0,0.228,Pop
0.533,0.79,0.0459,0.196,0.0,0.304,Pop
0.685,0.723,0.159,0.0367,0.0,0.125,K-pop
0.618,0.602,0.164,0.0242,0.000552,0.305,Hip Hop
0.819,0.218,0.0331,0.981,0.622,0.116,Jazz
0.597,0.113,0.0526,0.955,0.006,0.319,Jazz
0.852,0.622,0.0456,0.0213,0.07000223,0.131,R&B
0.684,0.646,0.033,0.604,0.0,0.103,Rythm and Blues
0.662,0.936,0.209,0.000638,0.6678,0.055,Techno
0.706,0.74,0.298,0.427,0.0,0.115,Hip Hop
0.703,0.835,0.0433,0.1361,5e-05,0.112,Pop
0.782,0.794,0.37,0.00342,0.045,0.118,Hip Hop
0.893,0.643,0.11,0.307,0.0,0.0924,Rap
0.377,0.98,0.1797,0.0384,0.895,0.209,Techno
0.603,0.469,0.253,0.0204,2.72e-06,0.0719,Hip Hop
0.562,0.172,0.0302,0.92,2.51e-05,0.397,Rythm and Blues
0.588,0.0804,0.137,0.98004,0.943,0.14,Jazz
0.681,0.619,0.0747,0.4,5.1e-06,0.411,R&B
0.467,0.185,0.0309,0.936,0.94040548,0.109,Jazz
0.372,0.379,0.265,0.9600007,0.9412,0.123,Jazz
0.508,0.26,0.0485,0.215,4.56e-06,0.111,Rythm and Blues
0.806,0.846,0.0657,0.0738,0.0247,0.294,Pop
0.694,0.554,0.0516,0.652,0.0,0.11,Pop
0.528,0.142,0.0433,0.947,0.876,0.0975,Jazz
0.749,0.888,0.0453,0.00423,0.0002245,0.45,Rock
0.679,0.571,0.0921,0.35,0.0,0.238,K-pop
0.849,0.576,0.03,0.877,3.28e-06,0.0521,R&B
0.828,0.744,0.132,0.0565,0.001911,0.094,Hip Hop
0.814,0.673,0.032,0.0203,0.0003343,0.251,Pop
0.786,0.55,0.215,0.336,0.0,0.321,R&B
0.749,0.207,0.0497,0.745,0.0001,0.164,Rythm and Blues
0.527,0.542,0.0907,0.371,0.0,0.0591,R&B
0.508,0.0782,0.0731,0.972,0.694,0.101,Jazz
0.609,0.824,0.0331,0.0301,0.0002,0.1,Pop
0.835,0.735,0.199,0.0576,0.005,0.425,Rap
0.459,0.0758,0.0307,0.839,0.321,0.328,Jazz
0.705,0.663,0.334,0.264,0.0,0.114,R&B
0.483,0.692,0.0354,0.231,1.56e-06,0.131,Rythm and Blues
0.358,0.233,0.0318,0.97,0.23,0.145,Jazz
0.46,0.179,0.135,0.967,0.825,0.0913,Jazz
0.445,0.171,0.039,0.94,0.932027,0.173,Jazz
0.584,0.325,0.0881,0.228,0.0,0.0841,R&B
0.616,0.761,0.187,0.0309,0.0,0.237,R&B
0.695,0.57,0.0289,0.0314,0.0,0.0366,Hip Hop
0.552,0.177,0.0511,0.961,0.8990003,0.118,Jazz
0.46,0.0786,0.0316,0.922,1.07e-06,0.102,R&B
0.548,0.422,0.231,0.388,1.87e-06,0.0555,Pop
0.585,0.865,0.0477,0.107,0.0,0.114,Rap
0.536,0.622,0.0568,0.0093,0.0,0.202,Rock
0.333,0.158,0.032,0.587,0.412,0.0795,Jazz
0.609,0.918,0.031,0.000323,0.8772,0.0911,Techno
0.655,0.765,0.192,0.357,0.0425,0.116,Rythm and Blues
0.665,0.51,0.206,0.0538,6.24e-05,0.0781,K-pop
0.477,0.669,0.131,0.0348,0.0,0.0517,Hip Hop
0.867,0.789,0.0883,0.0187,0.0,0.116,K-pop
0.476,0.189,0.0333,0.969,0.854,0.1,Jazz
0.902,0.93,0.0352,0.0758,0.0002,0.0746,K-pop
0.542,0.358,0.0416,0.842,0.928,0.157,Jazz
0.451,0.34,0.333,0.949,0.026,0.215,Jazz
0.411,0.81,0.232,0.019,0.0,0.105,R&B
0.311,0.101,0.0364,0.92,0.823,0.0768,Jazz
0.728,0.493,0.159,0.0201,0.0,0.0363,Hip Hop
0.902,0.777,0.0481,0.0553,0.0,0.0944,Rap
0.886,0.688,0.0801,0.232,0.0,0.504,K-pop
0.645,0.365,0.0434,0.227,0.0,0.411,Rythm and Blues
0.564,0.0812,0.0285,0.961,0.911,0.0631,Jazz
0.312,0.176,0.0653,0.977,0.581,0.109,Jazz
0.669,0.908,0.0504,0.529,0.838,0.103,Techno
0.511,0.14,0.0341,0.969,0.842,0.0763,Jazz
0.519,0.505,0.0325,0.557,4.57e-06,0.231,Rythm and Blues
0.749,0.72,0.178,0.0333,0.0,0.0368,Rap
0.768,0.352,0.3666,0.269,0.0,0.349,Rythm and Blues
0.887,0.945,0.0699,0.0916,0.0,0.724,K-pop
0.48,0.148,0.0347,0.938,0.9146,0.198,Jazz
0.653,0.692,0.0564,0.341,7.36e-06,0.0812,R&B
0.679,0.672,0.194,0.228,0.0,0.12,Rap
0.676,0.773,0.106,0.0756,0.00349,0.167,Rap
0.601,0.521,0.0667,0.133,0.00092132,0.151,R&B
0.884,0.971,0.186,0.055,0.0,0.341,K-pop
0.495,0.189,0.0353,0.967,0.723,0.129,Jazz
0.429,0.101,0.033,0.976,0.815005,0.105,Jazz
0.606,0.435,0.0458,0.00814,1.131e-05,0.187,Rap
0.641,0.848,0.0463,0.261,0.06,0.142,Pop
0.804,0.791,0.207,0.0272,0.0,0.561,R&B
0.668,0.334,0.0287,0.687,0.0,0.105,Rythm and Blues
0.898,0.687,0.119,0.0324,1.37e-05,0.543,R&B
0.717,0.36,0.0637,0.587,0.0,0.143,Rythm and Blues
0.574,0.692,0.0284,0.445,0.0,0.171,Pop
0.684,0.533,0.0422,0.000889,0.825,0.0958,Techno
0.586,0.289,0.0288,0.96,0.849,0.112,Jazz
0.838,0.813,0.0546,0.00182,0.848,0.0881,Techno
0.277,0.396,0.3902,0.777,0.0249,0.155,Jazz
0.674,0.5,0.054,0.268,0.0,0.0953,R&B
0.658,0.569,0.0303,0.134,0.0,0.271,R&B
0.673,0.433,0.166,0.125,0.00030592,0.0379,R&B
0.463,0.974,0.194,0.0861,0.00123,0.07,Hip Hop
0.585,0.74,0.0934,0.000413,0.000567,0.115,Hip Hop
0.519,0.188,0.0386,0.918,0.94539132,0.323,Jazz
0.789,0.349,0.376,0.0578,1.32e-05,0.334,Hip Hop
0.666,0.419,0.0988,0.357,9.178e-05,0.554,K-pop
0.685,0.58,0.0819,0.162,0.0,0.309,Pop
0.688,0.573,0.251,0.104,0.0,0.111,Rap
0.707,0.64,0.0383,0.0572,0.0,0.158,K-pop
0.747,0.843,0.395,0.00251,5.95e-05,0.115,Hip Hop
0.889,0.823,0.344,0.148,0.0,0.129,Rap
